,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,FL_PRESENCE_FL,OWN_AUTO,GEN_INDUSTRY,GEN_TITLE,JOB_DIR,WORK_TIME,FAMILY_INCOME,PERSONAL_INCOME,FACT_FO,TARGET
169,33,1,Среднее,Состою в браке,2,2,1,0,0,0,Торговля,Рабочий,Участие в основ. деятельности,85.0,от 5000 до 10000 руб.,3300.0,ПФО,0
170,31,0,Среднее,Состою в браке,1,2,1,0,0,0,Строительство,Руководитель среднего звена,Участие в основ. деятельности,27.0,от 20000 до 50000 руб.,30000.0,СФО,0
171,51,1,Среднее специальное,Состою в браке,2,0,1,0,1,0,Другие сферы,Рабочий,Участие в основ. деятельности,336.0,от 10000 до 20000 руб.,8000.0,ПФО,0
172,28,0,Среднее,Состою в браке,1,2,1,0,0,0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,40.0,от 20000 до 50000 руб.,25000.0,СФО,0
173,27,1,Среднее,Не состоял в браке,1,1,1,0,0,0,Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,6000.0,ПФО,0
174,48,0,Высшее,Состою в браке,1,1,1,0,0,1,Транспорт,Специалист,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,10000.0,ЦФО,0
175,24,0,Высшее,Состою в браке,1,1,1,0,0,0,Сельское хозяйство,Специалист,Участие в основ. деятельности,12.0,от 5000 до 10000 руб.,6500.0,СФО,0
176,29,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,12.0,от 20000 до 50000 руб.,25000.0,УФО,0
177,66,1,Среднее специальное,Вдовец/Вдова,1,0,1,1,1,0,Здравоохранение,Рабочий,Участие в основ. деятельности,468.0,от 5000 до 10000 руб.,9300.0,ЦФО,0
178,49,0,Среднее,Не состоял в браке,1,1,1,0,0,0,Сельское хозяйство,Рабочий,Вспомогательный техперсонал,96.0,от 10000 до 20000 руб.,10000.0,ПФО,0
179,23,0,Среднее,Не состоял в браке,0,0,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,24.0,свыше 50000 руб.,15000.0,СФО,0
180,34,0,Высшее,Состою в браке,1,1,1,0,1,0,Государственная служба,Военнослужащий по контракту,Участие в основ. деятельности,60.0,от 10000 до 20000 руб.,8000.0,СФО,0
181,35,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Торговля,Рабочий,Вспомогательный техперсонал,6.0,от 10000 до 20000 руб.,13000.0,СФО,1
182,34,1,Высшее,Состою в браке,1,1,1,0,1,0,Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,Участие в основ. деятельности,120.0,от 20000 до 50000 руб.,18000.0,ПФО,0
183,49,1,Среднее специальное,Гражданский брак,0,0,1,0,0,0,Здравоохранение,Рабочий,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,10000.0,ЮФО,0
184,29,0,Высшее,Не состоял в браке,0,0,1,0,0,0,Химия/Парфюмерия/Фармацевтика,Рабочий,Участие в основ. деятельности,18.0,от 10000 до 20000 руб.,20000.0,СЗФО,0
186,57,0,Неоконченное высшее,Состою в браке,3,0,1,0,0,1,Сельское хозяйство,Руководитель среднего звена,Адм-хоз. и трансп. службы,72.0,от 10000 до 20000 руб.,12000.0,СФО,0
187,63,1,Высшее,Состою в браке,3,0,1,1,0,0,Образование,Руководитель высшего звена,Адм-хоз. и трансп. службы,410.0,от 20000 до 50000 руб.,20000.0,ЦФО,0
188,33,0,Среднее,Состою в браке,0,0,1,0,0,1,Другие сферы,Рабочий,Вспомогательный техперсонал,48.0,от 20000 до 50000 руб.,35000.0,ДФО,0
190,48,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,Другие сферы,Работник сферы услуг,Участие в основ. деятельности,168.0,от 20000 до 50000 руб.,18000.0,ДФО,0
191,36,1,Высшее,Разведен(а),1,0,1,0,0,1,Образование,Специалист,Участие в основ. деятельности,60.0,от 20000 до 50000 руб.,17000.0,ПФО,0
192,34,0,Неполное среднее,Состою в браке,2,2,1,0,1,0,Строительство,Рабочий,Вспомогательный техперсонал,12.0,от 10000 до 20000 руб.,6000.0,СЗФО,0
193,23,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Сельское хозяйство,Рабочий,Участие в основ. деятельности,23.0,от 5000 до 10000 руб.,5500.0,ЦФО,0
194,29,0,Два и более высших образования,Состою в браке,0,0,1,0,1,0,Государственная служба,Специалист,Участие в основ. деятельности,18.0,от 20000 до 50000 руб.,28000.0,ДФО,0
195,47,1,Среднее,Состою в браке,2,0,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,84.0,от 10000 до 20000 руб.,9000.0,ПФО,0
196,34,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,Образование,Специалист,Адм-хоз. и трансп. службы,36.0,от 10000 до 20000 руб.,14000.0,СФО,0
198,53,1,Неполное среднее,Не состоял в браке,0,0,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,12.0,от 5000 до 10000 руб.,7000.0,УФО,0
200,34,1,Среднее специальное,Разведен(а),2,2,1,0,0,0,Государственная служба,Работник сферы услуг,Участие в основ. деятельности,96.0,от 5000 до 10000 руб.,10000.0,ЦФО,0
201,47,1,Среднее специальное,Не состоял в браке,1,0,1,0,1,0,Нефтегазовая промышленность,Высококвалифиц. специалист,Участие в основ. деятельности,60.0,от 20000 до 50000 руб.,25000.0,УФО,1
202,24,0,Среднее специальное,Состою в браке,0,0,1,0,0,1,Торговля,Специалист,Снабжение и сбыт,24.0,от 20000 до 50000 руб.,20000.0,ПФО,0
204,42,0,Среднее специальное,Разведен(а),1,0,1,0,0,0,Другие сферы,Рабочий,Вспомогательный техперсонал,6.0,от 10000 до 20000 руб.,10000.0,ПФО,0
205,62,1,Среднее,Не состоял в браке,0,0,1,1,0,0,Развлечения/Искусство,Специалист,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,15000.0,СЗФО,0
206,37,1,Среднее специальное,Состою в браке,2,2,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,50.0,от 20000 до 50000 руб.,12000.0,СФО,1
